"","Cue_c","Cue_d","LF_c","LF_d","RF_c","RF_d","LH_c","LH_d","RH_c","RH_d","Ton_c","Ton_d","x","y","z"
"V6791",2.00524557176348,-3.56771737904014,-1.30710040308817,-3.73868832096947,-4.03339604974957,-3.73585704391796,9.29005703492162,3.00037649952601,-3.11949943832257,-1.4284897668946,-1.73773412596369,-3.99227437148326,25,55,67
"V6792",2.12390764119595,-3.33108013328345,-1.4365147841883,-3.43093895243928,-3.92698366393597,-3.66974098475621,8.8529889708383,2.7618221824993,-3.2025238811614,-1.50718274828886,-1.5733231697478,-3.79295426901905,26,55,67
"V6793",2.74063956209568,-2.54653590956764,2.39766898855014,-4.05432618576173,1.50070450624513,-3.82064445632292,-3.02362447103467,-3.52128127918731,-2.55442609528512,-3.04645365137409,-2.67411562927291,-2.26320327367259,43,55,67
"V6794",2.91444007539852,-2.57528623296344,2.30111293933597,-4.2740011129515,1.93456222308299,-3.89042174314559,-3.31790804013812,-3.76003170686988,-2.67280635010711,-3.13166268091309,-2.78764749908701,-2.24362108277696,44,55,67
"V6795",3.11208770401091,-2.58996512951343,2.08399977877867,-4.47795572018062,2.31949558634851,-3.96244444679042,-3.55044800423742,-3.98055273021036,-2.7909825838201,-3.22578622972266,-2.85425128382719,-2.23639227062773,45,55,67
"V6796",1.3195116394862,-4.85319776172919,-0.921713541044746,-5.65232525818982,-4.10737764048715,-3.78655696587498,9.21405544347418,2.68965726791395,-2.69567891008541,-1.90467762701613,-1.72558925948472,-5.02650737002313,20,56,67
"V6797",1.40122054595274,-4.59511457758277,-0.902023214624675,-5.16183131067078,-4.04524108588922,-3.69161567137055,9.40321014633031,2.87220001265988,-2.78413828030019,-1.70044158278605,-1.71901806523783,-4.80066666380489,21,56,67
"V6798",1.50823475943777,-4.33937332708611,-0.93519172980572,-4.70826625063435,-3.97419309669552,-3.61011163495673,9.48047121392364,2.9770561163907,-2.88270428031083,-1.55536454843128,-1.68235746732069,-4.5730049411357,22,56,67
"V6799",1.63763169450996,-4.08760701497596,-1.01506887615028,-4.29443946365809,-3.89501313945501,-3.54335496207106,9.43634158890824,3.00036795290317,-2.98559032691935,-1.47018696871897,-1.61695232191311,-4.34624696165008,23,56,67
"V6800",1.78461999064867,-3.84218441304618,-1.131057332005,-3.92281414029839,-3.80838949172064,-3.49222931826595,9.26489385523046,2.94105908036361,-3.08575581188955,-1.44310864210871,-1.52628468779339,-4.12361302809321,24,56,67
"V6801",1.94286116517387,-3.60594706596882,-1.26857485048885,-3.59526278889125,-3.71460800810948,-3.45699960276527,8.96450856439063,2.80107117775458,-3.17550687456893,-1.46969353777586,-1.41591630557818,-3.90845383738457,25,56,67
"V6802",2.1048992651846,-3.38201806202256,-1.40987774116641,-3.31290097972908,-3.61327135509332,-3.43719670943805,8.53855790612442,2.58552215075285,-3.24725251431376,-1.5429402504798,-1.29329139127441,-3.70394166440486,26,56,67
"V6803",3.0234344179797,-2.65049485169256,2.13622224663263,-4.08073552385639,0.92449704386775,-4.16912470531083,-2.64518777367107,-3.29759035428487,-2.49036971525461,-3.10296282342536,-2.44094596775838,-2.31409796393381,42,56,67
"V6804",3.16909558264533,-2.69889496884864,2.16038081929094,-4.31781484026657,1.35542306996333,-4.25402755897552,-2.98426140393656,-3.55435293518409,-2.59913406478714,-3.17647119528393,-2.5802648834137,-2.29510567213011,43,56,67
"V6805",3.34372695784541,-2.73715146293745,2.06542763057867,-4.54499110388301,1.75593182438296,-4.33981717337588,-3.25968384243839,-3.79359626769347,-2.72389536622817,-3.25907515829382,-2.67804238719615,-2.28363154312213,44,56,67
"V6806",3.54036810314715,-2.7633034858552,1.85364903471411,-4.7543058125848,2.11163466173954,-4.42436817488334,-3.47567081167242,-4.0135170524676,-2.84836061215276,-3.34771662552373,-2.7296961103927,-2.28246472847078,45,56,67
"V6807",1.24641683944171,-4.6135847670405,-0.863274689017649,-4.96411592633343,-3.6922600691952,-3.27859130215836,8.92663956573548,2.5167124970115,-2.89630636821065,-1.82332639545016,-1.21993352851839,-4.75191000979458,21,57,67
"V6808",1.38468886232797,-4.36773865601214,-0.903125752999893,-4.52664099715529,-3.61953221618345,-3.22784033895414,9.0061137035921,2.63856044015602,-2.98325983599135,-1.67251121668565,-1.21538427796621,-4.51783836851565,22,57,67
"V6809",1.54780365414722,-4.12703762284507,-0.989108157893036,-4.13116592101719,-3.54007996790843,-3.19570368730541,8.96667283126435,2.68124238688727,-3.07338494052863,-1.58050620613144,-1.18574416779256,-4.28504970347886,23,57,67
"V6810",1.73082328591606,-3.89358050688634,-1.11095085421799,-3.78006155311811,-3.45475233672557,-3.18285346748579,8.80261978705499,2.6434301565071,-3.16006711742524,-1.54585299702947,-1.13395201943915,-4.05685986372126,24,57,67
"V6811",1.9271022316386,-3.66986510842357,-1.25446800693905,-3.47498569156122,-3.36397125022457,-3.18914033707139,8.51253509578717,2.5266928779262,-3.23613624403933,-1.56452993176211,-1.06477626823781,-3.83673673643636,25,57,67
"V6812",2.12869618139108,-3.45865652199356,-1.40229780956969,-3.21672974116,-3.26744832067719,-3.21350342243843,8.09999812402428,2.3357260869051,-3.29455789438469,-1.62995439877232,-0.984696678663791,-3.62800921330239,26,57,67
"V6813",2.8250464323737,-2.79469686240997,-1.65952723789541,-2.64207305467787,-2.78966317465524,-3.44821250303811,5.46691616862799,1.01472500811891,-3.25756155000038,-2.16793844234268,-0.720191681137578,-2.95611223534723,30,57,67
"V6814",2.94042836633789,-2.68549600286286,-1.56249467968824,-2.60690892635624,-2.63277105359105,-3.52857913225878,4.65213315571108,0.602936951466449,-3.17521095772909,-2.32113007143083,-0.709068527615886,-2.83519956454037,31,57,67
"V6815",3.02670376036428,-2.60178065717433,-1.38444291777036,-2.61205028135859,-2.45366285360518,-3.61310811632264,3.8151319011815,0.1814422276734,-3.06959325988089,-2.46511752831037,-0.732655055892456,-2.73312173314336,32,57,67
"V6816",3.08519606166625,-2.54367820513069,-1.12706226289503,-2.65570800366023,-2.24871577283402,-3.70018653014176,2.97551399117011,-0.240189417144871,-2.94753696453576,-2.59478662934592,-0.793904356563713,-2.64874293067006,33,57,67
"V6817",3.11978032443451,-2.51047028580997,-0.798697514737584,-2.73585403275724,-2.01473602099893,-3.7887386705636,2.15102936538142,-0.654161265168396,-2.81760774304916,-2.70733191150527,-0.893155524603409,-2.58033711926592,34,57,67
"V6818",3.13663010843687,-2.50059791519697,-0.414068972640675,-2.85015251966736,-1.74936518245135,-3.8782528210267,1.35693170311871,-1.05464593210194,-2.68952659163589,-2.80225531969543,-1.02799873186737,-2.52573385409897,35,57,67
"V6819",3.44792332924433,-2.82525651473478,1.9318934989033,-4.31833366342312,0.830989363573973,-4.55244019368522,-2.63509356370622,-3.33427678641589,-2.53843989880887,-3.23702045090719,-2.33301677652344,-2.35378758970099,42,57,67
"V6820",3.59358679683531,-2.88182954766261,1.95624602451421,-4.5631992941659,1.22170564618371,-4.65500080232508,-2.94660724248838,-3.58824561491259,-2.6544197475637,-3.30989644959959,-2.45503886818048,-2.34594812938144,43,57,67
"V6821",3.76614944099125,-2.93034284574495,1.86558542066185,-4.7964003019695,1.58502866687085,-4.75552725104156,-3.19695112800336,-3.82406365165828,-2.78612827383978,-3.38913538289199,-2.53589537305167,-2.34402697240374,44,57,67
"V6822",3.95886177535803,-2.96885846505077,1.6621124745326,-5.0100132746161,1.90768689308447,-4.85165803363499,-3.39062691792235,-4.03975415599107,-2.91753538196118,-3.47184882632476,-2.57152929090158,-2.35053387964685,45,57,67
"V6824",1.50849935090472,-4.19486691166542,-0.989497747493583,-3.99514678368955,-3.16144030094099,-2.86524450370862,8.38416176986898,2.29243625113658,-3.17344063415507,-1.74543512906468,-0.724986461528547,-4.23771805527212,23,58,67
"V6825",1.72369796748995,-3.97312172172779,-1.11262653727133,-3.66378178247887,-3.07769689145415,-2.88870240293601,8.22777923246878,2.27603979994091,-3.24471365323206,-1.70228590846655,-0.711755561639235,-4.00537915642678,24,58,67
"V6826",1.95360284942525,-3.76170715677084,-1.25688742200872,-3.37996479361958,-2.99010488817114,-2.93400218687306,7.94952997609263,2.18314569834271,-3.30537211090801,-1.71154584684108,-0.683463020764865,-3.78168401332343,25,58,67
"V6827",2.18991563661779,-3.5630410389965,-1.40546803720826,-3.1441674656233,-2.89845272366064,-2.99953537772647,7.55323525655843,2.01806048830463,-3.3490120809685,-1.76705586728636,-0.645642580522197,-3.57005625265829,26,58,67
"V6828",2.8492721307661,-3.06813271320744,-1.69158149078704,-2.71788006847206,-2.58562612756098,-3.29052937230177,5.76529798122841,1.17125060532432,-3.33097792833282,-2.12290746211841,-0.545254688887842,-3.03517486391817,29,58,67
"V6829",3.02716345597818,-2.94422181838586,-1.67774866600954,-2.66473249975222,-2.46084863885056,-3.40852270874761,5.02413500793788,0.807036881346227,-3.26900595636418,-2.27195426617164,-0.540715428301079,-2.8962190244653,30,58,67
"V6830",3.17577676249205,-2.84358354373613,-1.58978278296373,-2.65310558651846,-2.32055759405227,-3.5320063011623,4.24256836333377,0.420592807261073,-3.18144590396756,-2.42111991039268,-0.561383407100655,-2.77807203992583,31,58,67
"V6831",3.2935046528205,-2.76704686634592,-1.42334040998482,-2.68106441043022,-2.16123631738871,-3.65848019325928,3.44062467269992,0.0223812072918934,-3.07310861737539,-2.56339237811714,-0.611624745153559,-2.68032339917983,32,58,67
"V6832",3.38117816420763,-2.71476764667265,-1.17988159788296,-2.74656769798855,-1.97954229994437,-3.7859333375832,2.63750437842602,-0.378378172187751,-2.95077851297398,-2.69367764287847,-0.693784011299837,-2.60192724611942,33,58,67
"V6833",3.44224164877887,-2.68614506026617,-0.867320192870966,-2.8473578259043,-1.77246889598421,-3.91295588870888,1.8506083374393,-0.774071013232672,-2.82287524154477,-2.80900833197996,-0.807845362404316,-2.54117456838731,34,58,67
"V6834",3.48245013109076,-2.67982593212145,-0.499630804980225,-2.98090063464111,-1.53774197750645,-4.03874392247529,1.09493949765502,-1.15886745374689,-2.69885269673623,-2.90852894956362,-0.951342474051426,-2.49585412943422,35,58,67
"V6835",3.53201675222014,-2.72532258343124,0.320617101402698,-3.33450592376997,-0.98233473504761,-4.28624411009815,-0.276997816988072,-1.88148440549706,-2.5010343308625,-3.06602411985391,-1.30541663229583,-2.4412783174785,37,58,67
"V6836",3.86203150166206,-3.02996861327405,1.76464131628777,-4.53636758774301,0.754309083500704,-4.89619305232252,-2.63167502500621,-3.37717226373575,-2.60096130279192,-3.37721887061705,-2.1886607947255,-2.41297754997463,42,58,67
"V6837",4.00532793123365,-3.09510162604171,1.79112213786032,-4.78700305210477,1.10247305898343,-5.01462520817693,-2.91066950947287,-3.6245068469616,-2.72410983302664,-3.4485054304914,-2.29280613202267,-2.41698944858216,43,58,67
"V6838",4.17327195474648,-3.1543258333209,1.70705154870596,-5.0245366714772,1.42610576441853,-5.12834630129332,-3.13127843424526,-3.85326917734653,-2.86265714547953,-3.52374301881529,-2.35621059807539,-2.42558453995614,44,58,67
"V6839",4.35945784051113,-3.2057328646394,1.51447073378825,-5.24116444279315,1.71315818503035,-5.23484407626828,-3.29834622828763,-4.06137972070758,-3.00094857207018,-3.60022809052,-2.37538444716913,-2.44093314728596,45,58,67
"V6840",1.51724921512492,-4.29400180654438,-1.00928048328923,-3.88858568532642,-2.76638905294272,-2.55469637049526,7.70381311078605,1.84098913883237,-3.28909780377923,-1.96224473905505,-0.23574227282827,-4.20769620814272,23,59,67
"V6841",1.76018500183832,-4.08358562877124,-1.12897323882989,-3.57596241041008,-2.68488125533184,-2.61198364639096,7.5560845432395,1.84584050900022,-3.34370788693913,-1.90990732788421,-0.259957260761713,-3.972836141449,24,59,67
"V6842",2.01860649458456,-3.88411130589735,-1.26854293396523,-3.31192051571361,-2.60096737199995,-2.69317405344648,7.29179171530127,1.77721946192683,-3.38785792822164,-1.9084955275899,-0.271371029418178,-3.74720267819502,25,59,67
"V6843",2.28406279734867,-3.6976480052004,-1.41193178869838,-3.09666884844135,-2.51453579347596,-2.79622246935703,6.91492401756397,1.63900860503194,-3.41583420010428,-1.95233703948386,-0.27459097186326,-3.53424731511615,26,59,67
"V6844",2.7995269107302,-3.37222218852033,-1.63891846232609,-2.80917597010696,-2.32998272429224,-3.05554853753915,5.86213408497921,1.18183333310525,-3.40518649175511,-2.14400928055981,-0.279658866087982,-3.1582739068446,28,59,67
"V6845",3.03236702916731,-3.23728305314265,-1.68801862775276,-2.73389728951904,-2.22826655930831,-3.20466489581259,5.21507374386885,0.881414185850718,-3.36152310078582,-2.27357105931732,-0.294140142968767,-2.99982164328162,29,59,67
"V6846",3.23943151578724,-3.12315594822943,-1.67519625286558,-2.70173684831186,-2.11694055008645,-3.36193754097205,4.51108984083423,0.547007473623752,-3.29227808595562,-2.41342440079285,-0.324638372619462,-2.86294256349978,30,59,67
"V6847",3.41644102026259,-3.03107560128673,-1.59136632715063,-2.7105768828686,-1.99288219551286,-3.52406672182887,3.76936735641861,0.189130590446268,-3.2001856383792,-2.55542107540347,-0.376124240939854,-2.74802670440636,31,59,67
"V6848",3.56140906475672,-2.96178300080665,-1.43239513475347,-2.75823078736143,-1.85287479484197,-3.68818255268014,3.00924346492232,-0.18232825544959,-3.09007165322496,-2.69282062562788,-0.452137530947662,-2.65476294555905,32,59,67
"V6849",3.67480134806319,-2.91543050342526,-1.19972872118323,-2.84241424486383,-1.69382254219897,-3.85195257017811,2.24926281210483,-0.558573091443258,-2.96861087473408,-2.82062289360912,-0.55440709693147,-2.58215839178864,33,59,67
"V6850",3.75960954781498,-2.89151848424492,-0.900802484586995,-2.960668019283,-1.51295038993067,-4.01366776732662,1.50631901559991,-0.932228865329179,-2.84396485903806,-2.93574793384535,-0.682580164294284,-2.52855521863277,34,59,67
"V6851",3.90453795874228,-2.93982661317342,0.238068171875427,-3.49137945654592,-0.823303776995665,-4.4789266878109,-0.488293171367981,-1.98817374647539,-2.5421547379784,-3.20200463145216,-1.18732828264019,-2.45792665100525,37,59,67
"V6852",4.26006121506389,-3.26549317291343,1.63709564444029,-4.73331691366217,0.696010533870535,-5.19474792822465,-2.63522814730097,-3.42808111592761,-2.68302353766552,-3.52596635114424,-2.00234609831101,-2.49291560259339,42,59,67
"V6853",4.5603891159433,-3.40947663827978,1.59139365094696,-5.22765658013328,1.28344539248747,-5.45236318014409,-3.06632058688601,-3.8838335935971,-2.95743454441257,-3.66558500487595,-2.13467928851149,-2.52851487021237,44,59,67
"V6854",1.57167304509988,-4.42744515102693,-1.04210948264662,-3.8129510551602,-2.36110098428992,-2.26603360005178,6.94075708692624,1.33431246262101,-3.42405917563948,-2.22761572095793,0.281039036460507,-4.19781827338902,23,60,67
"V6855",1.83757053788616,-4.22790486455588,-1.15374118180377,-3.51788336052517,-2.28268434448776,-2.35428355994106,6.80328870327995,1.36023029006066,-3.46140330710479,-2.16557264259303,0.221129281797874,-3.96216804477331,24,60,67
"V6856",2.11909863798222,-4.03989224941327,-1.28341433921304,-3.27195563289665,-2.20313179203927,-2.46784275922609,6.55542076637846,1.31611710312363,-3.48858788418544,-2.15253967807774,0.171918882205022,-3.73632325581444,25,60,67
"V6857",2.40782549895832,-3.86515364059141,-1.41597261232656,-3.07516474402456,-2.12243374254793,-2.6043349251607,6.20127061348353,1.20544294519876,-3.50061424203405,-2.18334802492823,0.129665294444024,-3.52370629834271,26,60,67
"V6858",2.9703771143447,-3.5626030183992,-1.62286298996372,-2.82478898926963,-1.95397473740717,-2.93236803304867,5.21147959377062,0.809722403941748,-3.46362483964052,-2.3473897202391,0.0469736586961658,-3.15005200537271,28,60,67
"V6859",3.22696454725545,-3.4381894551791,-1.66483212112441,-2.76782799016798,-1.86312704547158,-3.1161206578089,4.60331978366413,0.541511898476028,-3.41051339389658,-2.46386250921683,-0.0038517583296952,-2.99370207979586,29,60,67
"V6860",3.4578038602064,-3.33363019099491,-1.64810371825954,-2.75357028464142,-1.76489419079944,-3.30780769896895,3.94197309304923,0.239140432481698,-3.33470095765808,-2.59201879005617,-0.0676004711172852,-2.85963426919736,30,60,67
"V6861",3.65837569442893,-3.24999077369107,-1.56415201045346,-2.77970804424431,-1.65650157640725,-3.50382821881326,3.24573904429761,-0.087637701838169,-3.2390202185759,-2.72422340270786,-0.148279957312277,-2.74835113592684,31,60,67
"V6862",4.06781382238546,-3.12842919170722,-0.897394736329902,-3.07598191965983,-1.24193944170577,-4.08919330959356,1.12795470742116,-1.12678667124982,-2.88868217875846,-3.08898980506445,-0.511084975267537,-2.54549039248485,34,60,67
"V6863",4.26324814458238,-3.18627451083234,0.193942024595299,-3.64083887940249,-0.648886538845291,-4.63623064285023,-0.721029338051891,-2.1214016456142,-2.60962029606844,-3.35730109665285,-1.02146892637816,-2.50088368775877,37,60,67
"V6864",1.66947032700977,-4.5980282248763,-1.08263812054608,-3.76888275089968,-1.95032304866759,-2.00029309956438,6.10924760721682,0.779607345910444,-3.58213296265998,-2.53800792782085,0.824718969241186,-4.21025597647424,23,61,67
"V6865",1.95352815275758,-4.40887325423834,-1.18199634134239,-3.4900420350017,-1.8759005481692,-2.11640569754074,5.9840511975836,0.826400176389386,-3.60220711871211,-2.46591036239235,0.731341969558919,-3.97551623233688,24,61,67
"V6866",4.60759252037763,-3.4668045505548,0.185635163543509,-3.78376996004695,-0.46198004361704,-4.75810534488078,-0.97212750984204,-2.28124464822029,-2.71011701798463,-3.53435655712759,-0.802696735160514,-2.57151172268518,37,61,67
"V6867",6.28035808552323,-4.89815653673705,-2.36728147212081,-4.2981237590549,-1.3211155664063,-5.15191329764112,-2.86128551172966,-2.89485003134509,-3.10304018499757,-4.16788549515803,-2.45017596679592,-3.92556993950668,32,41,68
"V6868",7.10927045038224,-5.13528400509552,-4.01314128956979,-5.81903311143451,-3.01990171633506,-6.82967745731988,0.310397182502408,-1.43288979134235,-3.16640265654626,-4.4963563058364,-3.16361171496856,-4.50132748851878,28,42,68
"V6869",5.89271564427358,-4.51313013945055,-2.63097783520013,-4.37450444908879,-2.02129904730652,-5.25610172504541,-1.44653074115377,-2.34421085613478,-3.01788711862149,-4.09417441702878,-2.43720227400209,-4.00319724213096,31,42,68
"V6870",5.47721739793066,-4.37461421455076,-2.05769718071689,-3.96130320825554,-1.63867590540522,-4.75041110824098,-2.01853214945889,-2.60407752102666,-2.95455187758694,-3.92348352041024,-2.28410509807262,-3.84669664286899,32,42,68
"V6871",5.06779571777228,-4.27077423939728,-1.43939816836058,-3.58788795039375,-1.22982546317728,-4.26306169801569,-2.56634541111368,-2.83261814230536,-2.89029215104869,-3.73532206921668,-2.18399955630187,-3.69540727461818,33,42,68
"V6872",4.67189808845656,-4.20000247055965,-0.788885630685324,-3.25703344362466,-0.794909211907091,-3.79902996960953,-3.08119777465153,-3.02697041733658,-2.83030399544142,-3.53327094090042,-2.13801749169833,-3.54992963495892,34,42,68
"V6873",3.94963285686208,-4.14565232474322,0.540403453199634,-2.73050732267205,0.146619382362188,-2.95814960506084,-3.98424294306497,-3.31149908710528,-2.74649196729721,-3.11097302500086,-2.19759352800754,-3.28110789863251,36,42,68
"V6874",3.3607555731211,-4.17916426060793,1.7733601167032,-2.3887923589326,1.15597047082272,-2.25598812842044,-4.6840351725309,-3.47087122353108,-2.7495635609117,-2.71610523098903,-2.41296591103607,-3.05558866067345,38,42,68
"V6875",6.33205060440142,-4.68163000376544,-3.68281336477878,-5.48056380361669,-3.32294040962762,-6.43077676560019,1.29903340820721,-1.04479637253238,-3.0775929273523,-4.19626331138841,-3.01973682187935,-4.4456095415155,28,43,68
"V6876",5.95112918288175,-4.43799133526211,-3.30151794884002,-4.97844705890938,-3.02033881183292,-5.91380465725341,0.68728081755348,-1.38578695940145,-3.04144691462989,-4.10234764489632,-2.72850268228699,-4.27404902357111,29,43,68
"V6877",5.55623302320957,-4.22748931200398,-2.85611421475592,-4.50598042202325,-2.69284883792543,-5.39865587161172,0.0628180365485006,-1.71588092589305,-2.99209311866307,-3.99096241741321,-2.47392544520125,-4.10680300778196,30,43,68
"V6878",5.1528567095152,-4.05210202245347,-2.34680698511973,-4.06686298000157,-2.33855087554043,-4.89087543448639,-0.562489502359467,-2.02650326506803,-2.93093408625433,-3.85903228563449,-2.26520962665282,-3.94377166337496,31,43,68
"V6879",4.74757208670628,-3.91263767566501,-1.77807056643265,-3.66467942879553,-1.95570735237151,-4.39597345184006,-1.17714452275894,-2.31056910769619,-2.86100058913105,-3.70560168793884,-2.10946447372911,-3.78488974279421,32,43,68
"V6880",4.34768510905008,-3.8087006931779,-1.1586794726893,-3.30272169997815,-1.54316512784675,-3.91923401018765,-1.77026072858846,-2.56273647729402,-2.78686851357614,-3.53193989118002,-2.0111552080634,-3.63028954258952,33,43,68
"V6881",3.96088148260124,-3.73865803707781,-0.50169231489982,-2.98376542375779,-1.10066221032888,-3.46554786012671,-2.33205492864551,-2.77966069810151,-2.71432579276833,-3.34154721090168,-1.97165876494111,-3.48043883349722,34,43,68
"V6882",3.59482213530845,-3.69963292847252,0.175769417763943,-2.70983262686638,-0.629095768114499,-3.03925274206916,-2.85438303795024,-2.96018432097098,-2.64987162013834,-3.14003944058243,-1.988960059887,-3.33626798473344,35,43,68
"V6883",3.2565731230543,-3.68768456223287,0.853510695296414,-2.48207034284394,-0.131002821455605,-2.64399779906338,-3.33058644051671,-3.10515191385832,-2.6002958636725,-2.93478005369926,-2.05764939093871,-3.1993558916741,36,43,68
"V6884",2.68689385480633,-3.7252363738318,2.12051626689756,-2.16516517658823,0.924644512806119,-1.95784135247243,-4.12509955605495,-3.30038968763018,-2.57114480138319,-2.54809360932921,-2.31292185590559,-2.95689711086431,38,43,68
"V6885",2.46455728696147,-3.76375959215023,2.66482047431195,-2.07431122328887,1.4667578058869,-1.67145878129479,-4.43644224114553,-3.3596641127888,-2.60194157086387,-2.38511936102246,-2.47651000352749,-2.85738740360045,39,43,68
"V6886",2.28817642560869,-3.80808970893242,3.12215018700903,-2.02659208835219,2.00453720467488,-1.42558029815517,-4.68700691830645,-3.40033071178865,-2.66755929483577,-2.25399593428247,-2.64735814529318,-2.77692392584186,40,43,68
"V6887",2.15951631241907,-3.85308662396536,3.47531325546175,-2.02003712706572,2.52528665815651,-1.22215686048711,-4.87508196233043,-3.42772409165568,-2.76886807896017,-2.161978610922,-2.81309606062585,-2.71909521484488,41,43,68
"V6888",2.07904317274369,-3.89422273201989,3.71094819062385,-2.05212457357914,3.01508187071849,-1.0630662726382,-5.00025621607948,-3.44690170530872,-2.90380328187576,-2.11434018095114,-2.9623877436048,-2.68733734090266,42,43,68
"V6889",2.04585685456533,-3.92783609071536,3.82030829920389,-2.1196387862576,3.45945862929277,-0.950049922052182,-5.0640098945881,-3.46237248859989,-3.066688624273,-2.11370300161117,-3.08567689689899,-2.68462866032884,43,43,68
"V6890",2.0576992265121,-3.95130757576768,3.79973655396442,-2.21875437942434,3.84399172532277,-0.884664333649421,-5.0697084387636,-3.47787018488818,-3.24828638889166,-2.15983509685902,-3.17568370628531,-2.71333476315138,44,43,68
"V6891",5.61758639681281,-4.28892554623428,-3.36616376988813,-5.17133649547069,-3.61121482944343,-6.06333591923197,2.27543433519653,-0.65382395012595,-3.0347054378133,-3.91208030674332,-2.87007289886015,-4.40069016699969,28,44,68
"V6892",5.25409605991184,-4.04285576735681,-3.00865883847561,-4.68183505064555,-3.31728072601823,-5.56193919213,1.63528889845786,-1.01647653153381,-3.0041136327116,-3.84287115416901,-2.56815498050836,-4.22876225155757,29,44,68
"V6893",4.8754730758542,-3.83025910855163,-2.58292676107245,-4.22243213761355,-2.99682830945476,-5.06227028142238,0.976963107084689,-1.37003057748876,-2.9566655598475,-3.7551697740932,-2.30487724618333,-4.06095025042453,30,44,68
"V6894",4.48720095077728,-3.653313392767,-2.08830563567168,-3.7968318569082,-2.64738950900963,-4.569868813871,0.313136263126072,-1.70513518332602,-2.89360739321103,-3.64519904076081,-2.09037034355516,-3.89697836955002,31,44,68
"V6895",4.09597926411564,-3.51292556277538,-1.52883402392481,-3.40860775143143,-2.26661410512129,-4.09020549719265,-0.343903293366172,-2.01406124955372,-2.81804452147108,-3.51149727144615,-1.9324818545186,-3.73656272089581,32,44,68
"V6896",3.70930068978466,-3.40871482774573,-0.913234312014724,-3.06100156607418,-1.85275117143632,-3.62846417546088,-0.98244651978183,-2.29092962636449,-2.73486044982524,-3.3550153411567,-1.83616134629872,-3.57962114949897,33,44,68
"V6897",3.33504905772223,-3.33898631292835,-0.254883808891616,-2.75668946645286,-1.40501705651637,-3.18936706059189,-1.59186460812712,-2.53197200037509,-2.65036129276186,-3.17913214037728,-1.80296718759638,-3.42644765117795,34,44,68
"V6898",2.98108282641916,-3.30078790524101,0.428575611903299,-2.49759951646487,-0.923970439294064,-2.77706134018418,-2.16300497388026,-2.7356432585624,-2.57177934310885,-2.98949295692567,-1.83083586463084,-3.2778625820079,35,44,68
"V6899",2.65470574248962,-3.29001318402935,1.11600166861948,-2.28472619518518,-0.411916174029554,-2.39497735137516,-2.68843917967277,-2.90261722866636,-2.50668297581893,-2.79369274692549,-1.91399834036411,-3.13536605944892,36,44,68
"V6900",1.89882623453504,-3.36878722180521,2.96428707849129,-1.91910169345504,1.25472347017085,-1.45421141176852,-3.9408778009402,-3.21762737664383,-2.46033594294535,-2.26253442752867,-2.39158656392059,-2.76967717412837,39,44,68
"V6901",1.73513263498566,-3.41275018979465,3.43178603657291,-1.88362920587139,1.82345529194039,-1.21552188426016,-4.23882892471234,-3.27725144166286,-2.51154556285324,-2.13601528461354,-2.58389981869519,-2.67926519867337,40,44,68
"V6902",1.61968302303729,-3.45630761796329,3.79193992061246,-1.88799287940586,2.37818305578695,-1.01733748886548,-4.47298575667955,-3.32324581131317,-2.59998009467956,-2.04858430133653,-2.77051210630698,-2.61068320813959,41,44,68
"V6903",1.55303711262711,-3.49471102233599,4.03041048292556,-1.92945596428498,2.90414205565957,-0.861512008924001,-4.64257494461503,-3.36073768020793,-2.72377824783689,-2.00585459167966,-2.93929697790208,-2.56753825451892,42,44,68
"V6904",1.53427494321979,-3.5241218888002,4.13776074642931,-2.00459161810634,3.38586943941759,-0.749812468786851,-4.74871588392652,-3.39423405446769,-2.8772415144294,-2.01067862074775,-3.08000072502034,-2.55304219604461,43,44,68
"V6905",1.56096727425498,-3.54182381944979,4.11001291203146,-2.10932761570508,3.80786546609764,-0.683845191591576,-4.79453536860757,-3.42737883850436,-3.05076978101873,-2.06286240731471,-3.18480051770801,-2.56983009071124,44,44,68
"V6906",1.62929619836079,-3.54634558736987,3.94879252132477,-2.23913182940994,4.15525680289434,-0.66499936818798,-4.78501681252869,-3.46282291922914,-3.23132138716593,-2.15924160406255,-3.24864646560955,-2.61982714645534,45,44,68
"V6907",4.96951869336778,-3.9562952609988,-3.06507592781176,-4.89043930172446,-3.8778851253198,-5.72718431187783,3.22658284437677,-0.263727253941791,-3.03171331222652,-3.64248046080299,-2.71863790257132,-4.36247443932284,28,45,68
"V6908",4.62747846105785,-3.70870532027944,-2.73447927916868,-4.41636925052303,-3.59449637247789,-5.24579601010864,2.56038718663105,-0.646616813297645,-3.00779902923296,-3.59885928217069,-2.40805106543435,-4.19054075447773,29,45,68
"V6909",4.26940902072786,-3.49465388580668,-2.33232712698915,-3.97303252866327,-3.28300766455598,-4.76629333238903,1.86988345548084,-1.02278817068928,-2.96332989551345,-3.53628018698096,-2.13782979919719,-4.02263761927819,30,45,68
"V6910",3.90060122251304,-3.31651547255301,-1.85692701931867,-3.56405337026748,-2.94046717891306,-4.29408022933626,1.16870268137451,-1.38208947150519,-2.89942294566751,-3.45020513272385,-1.9189212696506,-3.85835151097418,31,45,68
